# list of object assets to load in this scene
[ASSETS]
mario.txt
brick.txt
coin.txt
goomba.txt
cloud.txt
pipe.txt
Fireball.txt
Plant.txt
number.txt
background.txt
koopa-green.txt
koopa-red.txt
font.txt
hud.txt
effect.txt
#

[OBJECTS]
# type	x	y	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas, 4 = pile
# See OBJECT_TYPE constants in AssetIDs.h

9	2103	439	16	16	2	63400	63500	63600	63700	1
9	2327	439	16	16	2	63400	63500	63600	63700	1

#Blue
21	1975	439	1
21	1991	439	1
21	2007	439	1
21	2023	439	1
21	2039	439	1
21	2055	439	1
21	2071	439	1
21	2087	439	1
21	1975	455	1
21	1975	471	1
21	1975	487	1
21	1975	503	1
21	1975	519	1
21	1975	535	1
21	1975	551	1
21	1975	567	1
21	1975	583	1
21	1975	599	1
21	1975	615	1
21	1991	455	1
21	1991	471	1
21	1991	487	1
21	1991	503	1
21	1991	519	1
21	1991	535	1
21	1991	551	1
21	1991	567	1
21	1991	583	1
21	1991	599	1
21	1991	615	1
21	2007	455	1
21	2007	471	1
21	2007	487	1
21	2007	503	1
21	2007	519	1
21	2007	535	1
21	2007	551	1
21	2007	567	1
21	2007	583	1
21	2007	599	1
21	2007	615	1
21	2023	455	1
21	2023	471	1
21	2023	487	1
21	2023	503	1
21	2023	519	1
21	2023	535	1
21	2023	551	1
21	2023	567	1
21	2023	583	1
21	2023	599	1
21	2023	615	1
21	2039	455	1
21	2039	471	1
21	2039	487	1
21	2039	503	1
21	2039	519	1
21	2039	535	1
21	2039	551	1
21	2039	567	1
21	2039	583	1
21	2039	599	1
21	2039	615	1
21	2055	455	1
21	2055	471	1
21	2055	487	1
21	2055	503	1
21	2055	519	1
21	2055	535	1
21	2055	551	1
21	2055	567	1
21	2055	583	1
21	2055	599	1
21	2055	615	1
21	2071	455	1
21	2071	471	1
21	2071	487	1
21	2071	503	1
21	2071	519	1
21	2071	535	1
21	2071	551	1
21	2071	567	1
21	2071	583	1
21	2071	599	1
21	2071	615	1
21	2087	455	1
21	2087	471	1
21	2087	487	1
21	2087	503	1
21	2087	519	1
21	2087	535	1
21	2087	551	1
21	2087	567	1
21	2087	583	1
21	2087	599	1
21	2087	615	1
21	2135	439	1
21	2151	439	1
21	2167	439	1
21	2183	439	1
21	2199	439	1
21	2215	439	1
21	2231	439	1
21	2247	439	1
21	2263	439	1
21	2279	439	1
21	2295	439	1
21	2311	439	1
21	2359	439	1
21	2375	439	1
21	2391	439	1
21	2407	439	1
21	2423	439	1
21	2439	439	1
21	2455	439	1
21	2471	439	1
21	2103	599	1
21	2119	599	1
21	2135	599	1
21	2151	599	1
21	2167	599	1
21	2183	599	1
21	2199	599	1
21	2215	599	1
21	2231	599	1
21	2247	599	1
21	2263	599	1
21	2279	599	1
21	2295	599	1
21	2311	599	1
21	2327	599	1
21	2343	599	1
21	2359	599	1
21	2375	599	1
21	2391	599	1
21	2407	599	1
21	2423	599	1
21	2439	599	1
21	2455	599	1
21	2471	599	1
21	2103	615	1
21	2119	615	1
21	2135	615	1
21	2151	615	1
21	2167	615	1
21	2183	615	1
21	2199	615	1
21	2215	615	1
21	2231	615	1
21	2247	615	1
21	2263	615	1
21	2279	615	1
21	2295	615	1
21	2311	615	1
21	2327	615	1
21	2343	615	1
21	2359	615	1
21	2375	615	1
21	2391	615	1
21	2407	615	1
21	2423	615	1
21	2439	615	1
21	2455	615	1
21	2471	615	1
21	2231	583	1
21	2247	583	1
21	2263	583	1
21	2279	583	1
21	2295	583	1
21	2311	583	1
21	2327	583	1
21	2343	583	1
21	2359	583	1
21	2375	583	1
21	2391	583	1
21	2407	583	1
21	2423	583	1
21	2439	583	1
21	2455	583	1
21	2471	583	1
21	2247	567	1
21	2263	567	1
21	2279	567	1
21	2295	567	1
21	2311	567	1
21	2327	567	1
21	2343	567	1
21	2359	567	1
21	2375	567	1
21	2391	567	1
21	2407	567	1
21	2423	567	1
21	2439	567	1
21	2455	567	1
21	2471	567	1
21	2263	551	1
21	2279	551	1
21	2295	551	1
21	2311	551	1
21	2327	551	1
21	2343	551	1
21	2359	551	1
21	2375	551	1
21	2391	551	1
21	2407	551	1
21	2423	551	1
21	2439	551	1
21	2455	551	1
21	2471	551	1
21	2279	535	1
21	2295	535	1
21	2311	535	1
21	2327	535	1
21	2343	535	1
21	2359	535	1
21	2375	535	1
21	2391	535	1
21	2407	535	1
21	2423	535	1
21	2439	535	1
21	2455	535	1
21	2471	535	1
21	2295	519	1
21	2311	519	1
21	2327	519	1
21	2343	519	1
21	2359	519	1
21	2375	519	1
21	2391	519	1
21	2407	519	1
21	2423	519	1
21	2439	519	1
21	2455	519	1
21	2471	519	1
21	2311	503	1
21	2327	503	1
21	2343	503	1
21	2359	503	1
21	2375	503	1
21	2391	503	1
21	2407	503	1
21	2423	503	1
21	2439	503	1
21	2455	503	1
21	2471	503	1
21	2359	455	1
21	2375	455	1
21	2391	455	1
21	2407	455	1
21	2423	455	1
21	2439	455	1
21	2455	455	1
21	2471	455	1
21	2359	471	1
21	2375	471	1
21	2391	471	1
21	2407	471	1
21	2423	471	1
21	2439	471	1
21	2455	471	1
21	2471	471	1
21	2359	487	1
21	2375	487	1
21	2391	487	1
21	2407	487	1
21	2423	487	1
21	2439	487	1
21	2455	487	1
21	2471	487	1


0	80	10
