[ASSETS]
mario.txt
brick.txt
coin.txt
goomba.txt
cloud.txt
floor.txt
background.txt
koopa.txt

#0 : mario
#1 : brick
#2 : goomba
#3 : koopa red
#4 : coin
#5 : platform
#7 : fireball
#8 : plant
#9 : pipe
#10 : headbush
#12 : color block
#14 : koopa green
#15 : question block
#16 : mushroom
#17 : smoke
#18 : cloud
#19 : floor
#20 : background color
#50 : portal

[OBJECTS]

#BG COLOR, flower:3, mushroom:2, star:4
20	7	7	176	40	0
20	2487	7	21	40	1
20	7	439	176	43	1

#Flower
20	119	39	1	1	3
20	311	87	1	1	3
20	343	39	1	1	3
20	375	71	1	1	3
20	599	55	1	1	3
20	759	23	1	1	3
20	759	55	1	1	3
20	1111	119	1	1	3
20	1271	55	1	1	3
20	1367	39	1	1	3
20	1399	151	1	1	3
20	1463	103	1	1	3
20	1495	87	1	1	3
20	1623	39	1	1	3
20	1687	71	1	1	3
20	2231	87	1	1	3
20	2391	7	1	1	3
20	2455	7	1	1	3
20	2422	150	1	1	3


#Mushroom
20	263	39	1	1	2
20	263	71	1	1	2
20	839	39	1	1	2
20	967	71	1	1	2
20	1223	135	1	1	2
20	1735	71	1	1	2
20	1864	87	1	1	2
20	1927	23	1	1	2
20	1927	150	1	1	2
20	2119	119	1	1	2

#Star
20	231	71	1	1	4
20	295	87	1	1	4
20	615	55	1	1	4
20	679	23	1	1	4
20	807	23	1	1	4
20	1191	135	1	1	4
20	1511	72	1	1	4
20	1511	104	1	1	4
20	1959	24	1	1	4

#Smallbush
20	167	407	1	1	5
20	183	407	1	1	5
20	199	407	1	1	5
20	679	391	1	1	5
20	695	391	1	1	5
20	711	391	1	1	5
20	727	391	1	1	5
20	743	391	1	1	5
20	759	391	1	1	5
20	1047	391	1	1	5
20	1063	391	1	1	5
20	1191	407	1	1	5
20	1207	407	1	1	5	
20	1223	407	1	1	5
20	1735	407	1	1	5
20	1751	407	1	1	5
20	1767	407	1	1	5

#FLOOR
19	7	423	39	1	0

#MARIO
0	10	0
