[SPRITES]
########BIGBUSH###########
0	0	0	0	0	50

#Left top
100001	137	1	152	16	50

#Right top
100002	154	1	169	16	50

#Left body
100003	137	18	152	33	50

#Right body
100004	154	18	169	33	50

#Body
100005	137	52	152	67	50

########BLACK BUSH##########
#Left top
110001	103	1	118	16	50

#Right top
110002	120	1	135	16	50

#Left body
110003	103	18	118	33	50

#Right body
110004	120	18	135	33	50

#Body
110005	120	52	135	67	50

########HALFBLACK##########
120001	103	52	118	67	50

########SMALLBUSH##########
130001	222	205	237	220	50

#######CLOUDBRICK##########
140001	222	188	237	203	50

#######WOODBRICK##########
150001	324	171	339	186	50

#######BLUEBRICK###########
160001	290	188	305	203	50

######INVINCIBLE############
#Mushroom
170001	11	51	26	66	25

#Flower
170002	28	51	43	66	25

#Star
170003	45	51	60	66	25

#COLOR BLUE
170004	120	69	135	84	50

#COLOR BLACK
170005	120	52	135	67	50
